NO;LEVEL;TANGGAL PEMANTAUAN;PERIODE PEMANTAUAN;KODE LOKASI;NAMA LOKASI;ALAMAT LOKASI;PROVINSI;LATITUDE;LONGITUDE;PERUNTUKAN;TSS (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER TSS  (mg/L);DO (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER OKSIGEN TERLARUT  (mg/L);MINYAK & LEMAK (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER MINTAK DAN LEMAK  (mg/L);AMONIA TOTAL (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER AMONIA TOTAL mg/L);ORTOFOSFAT (PO4-P) (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PO4- (mg/L);BOD (mg/L);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER BOD (mg/L);SUHU;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SUHU;SALINITAS;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER SALINITAS;KECERAHAN;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KECERAHAN;KEKERUHAN (NTU);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER KEKERUHAN (NTU);PAH (Polisiklik Aromatik Hidrokarbon);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PAH;PESTISIDA/HERBISIDA (BHC);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (BHC) ;PESTISIDA/HERBISIDA (DDT);STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (DDT) ;"PESTISIDA/HERBISIDA
(ENDRIN)";STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER PESTISIDA/HERBISIDA (ENDRIN) ;FECAL COLIFORM/E.COLI;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER FECAL/COLIFORM; (DIC) DISSOLVED OXYGEN CARBON;STATUS KELAYAKAN TERUMBU KARANG BERDASARKAN PARAMETER  (DIC) DISSOLVED OXYGEN CARBON
2418;PUSAT;24/08/2026;1;T3-KS-02-014;KS IBT 05;AL V 200 m Barat Shiploader PT Indonesia Bulk Terminal;Kalimantan Selatan;-4.027165;116.032262;Pelabuhan;25.32;Layak;7.15;Layak;0.5;Layak;0.14;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.2;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2419;PUSAT;07/03/2021;1;T1-BT-04-004;Banten14;LBE;Banten;-5.880112;106.051742;Pelabuhan;56.01;Tidak Layak;7.19;Layak;1;Layak;0.18;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30;Layak;Access Forbidden;Tidak Layak;3.5;Layak;7.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2420;PUSAT;21/03/2019;1;T1-GO-03-001;Gortal03;Olele;Gorontalo;0.41018;123.151735;Pelabuhan;26.36;Layak;5.11;Layak;1;Layak;0.09;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.5;Layak;Access Forbidden;Tidak Layak;3.8;Layak;6.8;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2421;PROVINSI;16/11/2024;2;T1-KU-04-005;Kaltara24;Dermaga Setabu;Kalimantan Utara;4.06278;117.807634;Biota Laut;70.24;Tidak Layak;6.92;Layak;1;Layak;0.09;Layak;0.04;Layak;Tidak ada data;Tidak Layak;30.3;Layak;32.5;Layak;Access Forbidden;Tidak Layak;2.3;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2422;PROVINSI;10/06/2020;1;T1-KU-71-011;Kaltara13;Dachan Mustika;Kalimantan Utara;3.443464;117.556422;Biota Laut;66.59;Tidak Layak;5.89;Layak;1;Layak;0.08;Layak;0.04;Layak;Access Forbidden;Tidak Layak;30;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2423;PUSAT;25/11/2023;1;T1-PD-71-009;Papbar09;Perbatasan Dokarim dan Pulau Arar;Papua Barat Daya;-0.905201;131.254098;Biota Laut;15.24;Layak;6.44;Layak;0.3;Layak;0.08;Layak;0.02;Layak;Tidak ada data;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;2.8;Layak;2.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2424;PROVINSI;04/07/2021;2;T1-KT-07-001;Kalteng16;Seruyan 1;Kalimantan Tengah;-3.304682;112.827072;Biota Laut;6.38;Layak;6.9;Layak;1;Layak;0.11;Layak;0.01;Layak;Access Forbidden;Tidak Layak;29.5;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2425;PROVINSI;27/11/2020;2;T1-KT-07-003;Kalteng18;Seruyan 3;Kalimantan Tengah;-3.368669;112.703181;Wisata Bahari;50.75;Tidak Layak;5.1;Layak;0.3;Layak;0.1;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.4;Layak;32.6;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2426;PROVINSI;27/05/2021;1;T1-KS-02-001;Kalsel11;Siring Laut-1;Kalimantan Selatan;-3.235313;116.230563;Biota Laut;4.86;Layak;5.25;Layak;0.3;Layak;0.16;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29.8;Layak;Tidak ada data;Layak;2.5;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2427;PUSAT;20/01/2019;1;T1-PT-01-010;Papua Tengah 10;Sungai Kali Oyehe;Papua Tengah;-3.360584;135.499245;Biota Laut;21.33;Layak;6.63;Layak;0.5;Layak;0.17;Layak;0.02;Layak;Access Forbidden;Tidak Layak;28.6;Layak;32.6;Layak;4.9;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2428;PUSAT;17/04/2024;1;T3-NT-01-008;PLN NTT BLK 04;Air Laut 4 - 500 m dari outfall PT PLN Unit PLTU Bolok;Nusa Tenggara Timur;-10.241033;123.484888;Pelabuhan;8.08;Layak;5.99;Layak;0.3;Layak;0.12;Layak;0.02;Layak;Access Forbidden;Tidak Layak;30.2;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2429;PROVINSI;11/01/2021;1;T1-KS-01-001;Kalsel02;Tabiano;Kalimantan Selatan;-3.685401;114.49055;Biota Laut;53.85;Tidak Layak;6.49;Layak;1;Layak;0.08;Layak;0.03;Layak;3.3;Layak;29.9;Layak;Tidak ada data;Layak;4.6;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2430;PROVINSI;01/09/2023;1;T3-SB-71-005;Sumbar 33;Pasir Jambak;Sumatera Barat;-0.840266;100.310834;Wisata Bahari;49.42;Layak;5.85;Layak;0.3;Layak;0.09;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.1;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2431;PROVINSI;16/02/2023;2;T1-KS-01-003;Kalsel04;Muara Sungai Barito 1;Kalimantan Selatan;-3.570365;114.506123;Biota Laut;14.5;Layak;6.67;Layak;0.5;Layak;0.15;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.5;Layak;32.2;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2432;PUSAT;06/08/2021;2;T1-PD-71-007;Papbar07;Muara Kali Remu;Papua Barat Daya;-0.896538;131.268733;Biota Laut;27.59;Layak;6.87;Layak;1;Layak;0.11;Layak;0.02;Layak;5.6;Tidak Layak;30.4;Layak;31.7;Layak;3.6;Layak;1.4;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2433;PUSAT;21/06/2021;2;T3-NT-01-008;PLN NTT BLK 04;Air Laut 4 - 500 m dari outfall PT PLN Unit PLTU Bolok;Nusa Tenggara Timur;-10.242044;123.485095;Pelabuhan;30.63;Layak;5.63;Layak;0.3;Layak;0.11;Layak;0.01;Layak;Access Forbidden;Tidak Layak;30.2;Layak;33.5;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2434;PROVINSI;05/08/2020;2;T3-YO-03-004;Pantai Ngedan;Pantai Ngedan;Daerah Istimewa Yogyakarta;-8.117329;110.494137;Wisata Bahari;64.05;Tidak Layak;5.13;Layak;0.3;Layak;0.09;Layak;0.04;Layak;Access Forbidden;Tidak Layak;29.3;Layak;33.6;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2435;PUSAT;21/09/2022;1;T3-KI-71-014;KTM KKT 01;Titik M PT Kaltim Kariangau Terminal;Kalimantan Timur;-1.162802;116.777729;Pelabuhan;21.44;Layak;6.81;Layak;1;Layak;0.16;Layak;0.03;Layak;3.7;Layak;29.9;Layak;Tidak ada data;Layak;3.2;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2436;PROVINSI;13/01/2025;2;T1-KB-07-008;Kalbar17;Pasir Panjang;Kalimantan Barat;0.842432;108.85406;Biota Laut;7.71;Layak;6.28;Layak;0.5;Layak;0.06;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2437;PUSAT;22/05/2026;1;T1-JA-73-005;Jambi10;Tanjung Labuh;Jambi;-0.779727;103.512562;Biota Laut;8.88;Layak;5.34;Layak;1;Layak;0.09;Layak;0.03;Layak;Access Forbidden;Tidak Layak;30.2;Layak;32.5;Layak;4.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2438;PUSAT;23/05/2020;1;T1-PT-01-005;Papua Tengah 05;Pelabuhan TPI Sanoba;Papua Tengah;-3.313143;135.544305;Pelabuhan;28.54;Layak;5.84;Layak;0.3;Layak;0.1;Layak;0.02;Layak;Tidak ada data;Tidak Layak;29.1;Layak;Access Forbidden;Tidak Layak;3.5;Layak;4.7;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2439;PROVINSI;18/08/2021;2;T1-KU-71-016;Kaltara18;Jalur Phonton Pulau Sadau;Kalimantan Utara;3.323633;117.52935;Pelabuhan;5.42;Layak;6.48;Layak;1;Layak;0.08;Layak;0.03;Layak;Tidak ada data;Tidak Layak;28.8;Layak;Tidak ada data;Layak;2.9;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2440;PUSAT;01/02/2021;2;T1-SR-02-003;Sulbar03;Karampuang;Sulawesi Barat;-2.627068;118.87812;Wisata Bahari;10.62;Layak;6.86;Layak;0.5;Layak;0.02;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.4;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2441;PUSAT;10/08/2019;1;T1-PT-01-005;Papua Tengah 05;Pelabuhan TPI Sanoba;Papua Tengah;-3.312419;135.544395;Pelabuhan;4.96;Layak;6.97;Layak;0.3;Layak;0.07;Layak;0.02;Layak;4.6;Layak;28.9;Layak;33;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2442;PUSAT;07/07/2022;2;T3-ST-02-001;PPN SULTENG POS 03;TP-3 Air Laut 30 meter arah utara dari outfall IPAL Domestik PT PPN - Fuel Terminal Poso;Sulawesi Tengah;-1.394551;120.718209;Pelabuhan;15.16;Layak;6.56;Layak;0.3;Layak;0.05;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29.9;Layak;Access Forbidden;Tidak Layak;4.2;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2443;PUSAT;06/09/2022;2;T3-LA-71-021;LAM AKR 02;AL2 AKR Corporindo;Lampung;-5.475663;105.314822;Pelabuhan;38.13;Layak;5.33;Layak;0.5;Layak;0.14;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.9;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2444;PUSAT;28/06/2024;1;T3-JT-01-001;PLN JTG ADI 01;ALT-1 PT. PLN lndonesia Power PLTU Jawa Tengah 2 Adipala;Jawa Tengah;-7.688943;109.139847;Biota Laut;29.02;Layak;5.82;Layak;1;Layak;0.05;Layak;0.03;Layak;Tidak ada data;Tidak Layak;29;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2445;PROVINSI;18/04/2021;2;T1-KS-01-007;Kalsel21;Pantai Tanjung Dewa;Kalimantan Selatan;-4.059406;114.615516;Biota Laut;53.08;Tidak Layak;5.01;Layak;0.5;Layak;0.19;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.4;Layak;Tidak ada data;Layak;3.8;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2446;PUSAT;30/06/2025;1;T1-GO-71-004;Gortal08;Blue Marlin;Gorontalo;0.491157;123.071378;Wisata Bahari;69.52;Tidak Layak;5.88;Layak;0.5;Layak;0.13;Layak;0.03;Layak;2.3;Layak;30.4;Layak;Tidak ada data;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2447;PUSAT;02/03/2026;2;T1-PS-01-002;Papua17;Pantai Lampu Satu-Sisi Barat;Papua Selatan;-8.516589;140.364411;Wisata Bahari;42.02;Layak;4.96;Tidak Layak;0.5;Layak;0.11;Layak;0.04;Layak;3.6;Layak;30.1;Layak;33.7;Layak;Access Forbidden;Tidak Layak;5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2448;PROVINSI;27/07/2023;2;T1-KU-71-002;Kaltara02;Pantai Amal 1;Kalimantan Utara;3.291685;117.664761;Biota Laut;13.1;Layak;5.43;Layak;0.3;Layak;0.19;Layak;0.01;Layak;Access Forbidden;Tidak Layak;29.4;Layak;Tidak ada data;Layak;Tidak ada data;Layak;1.5;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2449;PUSAT;07/09/2025;1;T3-NB-04-002;PLN NTB SBW 01;250 m setelah output PLTMG - PT PLN (Persero) UP Tambora PLTMG Sumbawa;Nusa Tenggara Barat;-8.4436;117.338108;Pelabuhan;55.88;Tidak Layak;5.32;Layak;1;Layak;0.12;Layak;0.03;Layak;Access Forbidden;Tidak Layak;28.6;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;5.8;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2450;PUSAT;16/04/2025;1;T1-PB-03-008;Papua Barat 08;Kanan Pantai Pasir Putih;Papua Barat;-2.954197;132.342327;Wisata Bahari;56.85;Tidak Layak;6.1;Layak;1;Layak;0.1;Layak;0.02;Layak;2.8;Layak;29.4;Layak;33.7;Layak;3.7;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2451;PUSAT;13/06/2019;2;T1-PS-01-001;Papua16;Muara Maro-Sisi Timur;Papua Selatan;-8.496232;140.351867;Biota Laut;41.78;Layak;6.59;Layak;1;Layak;0.03;Layak;0.02;Layak;Access Forbidden;Tidak Layak;29.5;Layak;31.6;Layak;Tidak ada data;Layak;1.9;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2452;PROVINSI;10/03/2024;1;T1-KB-02-004;Kalbar05;Muara Mempawah 2;Kalimantan Barat;0.292949;108.9446;Biota Laut;72.14;Tidak Layak;5.72;Layak;1;Layak;0.15;Layak;0.04;Layak;Tidak ada data;Tidak Layak;29.9;Layak;Access Forbidden;Tidak Layak;4.2;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2453;PUSAT;17/01/2020;1;T1-PD-05-005;Papbar15;Dermaga Kampung Arar;Papua Barat Daya;-1.004429;131.240219;Biota Laut;7.63;Layak;5.73;Layak;1;Layak;0.18;Layak;0.02;Layak;Tidak ada data;Tidak Layak;28.6;Layak;Tidak ada data;Layak;Tidak ada data;Layak;6.1;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2454;PUSAT;16/10/2022;2;T1-SS-02-007;Sumsel17;Muara Sungai Lumpur 3;Sumatera Selatan;-3.450721;105.897862;Biota Laut;8.91;Layak;4.87;Tidak Layak;0.5;Layak;0.18;Layak;0.03;Layak;Access Forbidden;Tidak Layak;29.1;Layak;Tidak ada data;Layak;Access Forbidden;Tidak Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;2.4;Layak;Tidak ada data;Tidak ada baku mutu
2455;PROVINSI;06/05/2020;1;T1-KU-04-003;Kaltara22;Muara Sungoi Lapiw;Kalimantan Utara;4.071331;117.799184;Biota Laut;43.97;Layak;5.17;Layak;0.5;Layak;0.03;Layak;0.04;Layak;4.6;Layak;30.3;Layak;Access Forbidden;Tidak Layak;4.4;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2456;PROVINSI;20/10/2024;1;T1-KU-71-017;Kaltara19;Belakang Bandara;Kalimantan Utara;3.315074;117.548533;Biota Laut;18.26;Layak;5.7;Layak;0.3;Layak;0.02;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.6;Layak;33.2;Layak;3.9;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2457;PUSAT;05/06/2023;1;T3-NT-01-008;PLN NTT BLK 04;Air Laut 4 - 500 m dari outfall PT PLN Unit PLTU Bolok;Nusa Tenggara Timur;-10.242334;123.484769;Pelabuhan;35.16;Layak;6.46;Layak;0.5;Layak;0.1;Layak;0.04;Layak;Tidak ada data;Tidak Layak;30.7;Layak;31.7;Layak;3.5;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;1.8;Layak;Tidak ada data;Tidak ada baku mutu
2458;PUSAT;18/07/2020;2;T1-AC-06-004;Aceh04;Kuala Lam Tengoh 1;Nanggroe Aceh Darussalam;5.55113;95.250058;Pelabuhan;59.62;Tidak Layak;5.93;Layak;1;Layak;0.09;Layak;0.02;Layak;5.9;Tidak Layak;28.7;Layak;Access Forbidden;Tidak Layak;4.4;Layak;Access Forbidden;Tidak Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak ada baku mutu
2459;PUSAT;21/09/2019;1;T3-NT-01-005;PLN NTT BLK 01;Air Laut 1 - 170 m outfall PT PLN Unit PLTU Bolok;Nusa Tenggara Timur;-10.241709;123.48635;Pelabuhan;22.75;Layak;5.59;Layak;0.5;Layak;0.07;Layak;0.03;Layak;Tidak ada data;Tidak Layak;30.4;Layak;Access Forbidden;Tidak Layak;3.3;Layak;Tidak ada data;Layak;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Tidak ada data;Tidak diketahui status kelayakan;Access Forbidden;Tidak Layak;Tidak ada data;Tidak Layak;Tidak ada data;Tidak ada baku mutu
